customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5666-CYCYZ,Female,0.0,No,No,0.3333333333333333,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,0.7094527363184079,2259.35,No
4011-ARPHK,Male,0.0,No,No,0.375,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,0.31940298507462683,1411.35,No
8182-PNAGI,Male,0.0,No,No,0.16666666666666666,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),0.31840796019900497,593.75,Yes
6365-HITVU,Female,0.0,Yes,Yes,0.986111111111111,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.6865671641791045,6328.7,No
7558-IMLMT,Male,0.0,Yes,Yes,0.9305555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0.025373134328358193,1411.9,No
9488-FYQAU,Female,0.0,Yes,No,0.875,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.9054726368159204,6841.4,No
3590-TCXTB,Male,0.0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.020895522388059695,20.35,No
6994-KERXL,Male,0.0,No,No,0.05555555555555555,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.3746268656716417,238.5,No
7957-RYHQD,Female,1.0,No,No,0.5555555555555556,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.6064676616915423,3233.85,Yes
2180-DXNEG,Female,0.0,No,No,0.16666666666666666,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7736318407960199,1062.1,Yes
1960-UOTYM,Male,0.0,Yes,Yes,0.7222222222222222,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,0.6064676616915423,4016.3,No
2740-JFBOK,Male,0.0,No,No,0.1388888888888889,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,0.057213930348258696,226.55,No
6500-JVEGC,Male,0.0,No,No,0.9444444444444444,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),0.8268656716417909,7110.75,No
5515-AKOAJ,Female,0.0,No,No,0.75,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.8144278606965173,5440.9,Yes
8976-OQHGT,Female,0.0,Yes,Yes,0.05555555555555555,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,0.3805970149253731,235.1,Yes
5245-VDBUR,Female,0.0,Yes,No,0.7222222222222222,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,0.17114427860696518,1958.95,No
6230-BSUXY,Female,1.0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.664179104477612,85,Yes
8469-SNFFH,Male,0.0,Yes,No,0.9722222222222222,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),0.6084577114427862,5528.9,No
2144-ESWKO,Male,0.0,No,No,0.5972222222222222,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),0.16865671641791047,1463.7,No
1241-FPMOF,Male,0.0,No,No,0.7222222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.013930348258706454,1025.05,No
9928-BZVLZ,Female,0.0,No,No,0.16666666666666666,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,0.3144278606965174,552.1,No
4114-QMKVN,Female,0.0,Yes,Yes,0.7777777777777777,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),0.5024875621890547,3815.4,No
2775-SEFEE,Male,0.0,No,Yes,0.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),0.4343283582089552, ,No
9003-CPATH,Male,0.0,No,No,0.5833333333333333,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,0.6134328358208956,3313.4,No
1754-GKYPY,Male,1.0,Yes,No,0.3055555555555555,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.7114427860696517,1938.9,No
5294-CDGWY,Male,0.0,Yes,Yes,0.7083333333333333,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,0.408457711442786,3014.65,Yes
7956-XQWGU,Male,0.0,No,No,0.375,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0.011442786069651711,460.25,No
1591-MQJTP,Male,1.0,Yes,No,0.7083333333333333,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),0.7502487562189055,4839.15,No
5295-PCJOO,Male,0.0,No,Yes,0.05555555555555555,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.30995024875621885,184.4,Yes
2369-FEVNO,Male,0.0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.01641791044776117,19.9,No
9863-JZAIC,Male,0.0,No,No,0.4861111111111111,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,0.3656716417910447,2010.55,Yes
7471-MQPOS,Male,1.0,Yes,Yes,0.986111111111111,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),0.5437810945273632,5139.65,No
7660-HDPJV,Female,0.0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5069651741293533,69.2,Yes
5115-SQAAU,Female,0.0,Yes,Yes,0.9583333333333333,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.07313432835820893,1673.4,No
9845-QOMAD,Male,0.0,Yes,Yes,0.19444444444444442,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.014925373134328346,309.35,No
7672-VFMXZ,Male,0.0,Yes,No,0.7916666666666666,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,0.372636815920398,3171.6,No
9739-JLPQJ,Female,0.0,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.9875621890547263,8670.1,No
9916-AYHTC,Male,0.0,No,No,0.6666666666666666,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.015920398009950265,916,No
3855-ONCAR,Female,0.0,Yes,Yes,0.05555555555555555,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,0.6034825870646766,299.75,No
1488-SYSFC,Male,0.0,Yes,Yes,0.4305555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,0.023880597014925342,702.05,No
7931-PXHFC,Male,0.0,No,No,0.5277777777777778,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,0.4383084577114428,2354.8,Yes
3990-QYKBE,Male,1.0,Yes,No,0.5138888888888888,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7388059701492538,3473.4,Yes
0970-QXPXW,Female,0.0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.013930348258706454,19.65,No
3259-KNMRR,Male,1.0,No,No,0.7916666666666666,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.6119402985074627,4438.2,No
6120-RJKLU,Female,1.0,Yes,No,0.861111111111111,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.6139303482587065,4819.75,No
9572-WUKSB,Male,0.0,Yes,No,0.041666666666666664,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.11592039800995024,92.25,No
5893-KCLGT,Female,0.0,No,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0.014925373134328346,1567,No
0076-LVEPS,Male,0.0,No,Yes,0.40277777777777773,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,0.26616915422885573,1242.45,No
3640-JQGJG,Male,0.0,Yes,Yes,0.18055555555555555,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.2641791044776119,559.2,No
4919-MOAVT,Male,0.0,No,Yes,0.041666666666666664,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.5114427860696518,220.1,Yes
1596-OQSPS,Female,0.0,No,No,0.15277777777777776,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0.32686567164179103,531.15,No
9867-XOBQA,Female,0.0,No,Yes,0.29166666666666663,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,0.3472636815920398,1183.2,No
9546-KDTRB,Female,0.0,No,No,0.2638888888888889,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.06417910447761191,465.85,No
3090-HAWSU,Male,0.0,No,No,0.8472222222222222,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.9288557213930347,6876.05,Yes
9820-RMCQV,Female,0.0,No,No,0.15277777777777776,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.3014925373134328,501,Yes
3174-RKMOW,Male,0.0,Yes,Yes,0.4861111111111111,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.9124378109452737,3782.4,No
1760-CAZHT,Male,0.0,No,Yes,0.3472222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.025373134328358193,460.2,No
7839-QRKXN,Female,0.0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.019402985074626844,20.2,Yes
8441-SHIPE,Female,0.0,No,No,0.9305555555555555,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.07313432835820893,1790.35,No
5204-QZXPU,Male,0.0,No,No,0.2638888888888889,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.21293532338308457,733.35,Yes
4597-ELFTS,Male,0.0,No,No,0.7777777777777777,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0.06616915422885569,1334,Yes
1320-GVNHT,Male,0.0,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),0.8970149253731344,7767.25,No
1047-RNXZV,Male,0.0,No,No,0.5972222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.012935323383084563,876.15,No
3541-ZNUHK,Female,0.0,Yes,Yes,0.7638888888888888,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.6651741293532337,4600.95,No
8450-JOVAH,Male,0.0,Yes,Yes,0.027777777777777776,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,0.38258706467661696,113.55,Yes
8725-JEDFD,Male,0.0,No,No,0.375,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.5054726368159204,1793.25,No
7562-UXTPG,Female,0.0,No,No,0.18055555555555555,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.5164179104477612,886.7,No
8071-SBTRN,Female,0.0,No,No,0.9722222222222222,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,0.9243781094527362,7737.55,No
1113-IUJYX,Female,0.0,Yes,No,0.19444444444444442,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,0.872636815920398,1348.9,Yes
6668-CNMFP,Female,0.0,Yes,Yes,0.2638888888888889,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),0.707462686567164,1686.85,No
5626-MGTUK,Female,0.0,No,No,0.2777777777777778,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.7049751243781094,1879.25,No
5681-LLOEI,Male,0.0,Yes,Yes,0.5972222222222222,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),0.7263681592039801,4013.8,No
8212-DJRCH,Male,0.0,Yes,Yes,0.06944444444444445,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,0.717412935323383,434.5,No
4323-OHFOW,Female,1.0,Yes,No,0.9722222222222222,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.8686567164179103,7195.35,No
4933-BSAIP,Female,0.0,Yes,No,0.5555555555555556,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.008457711442786064,780.1,No
2030-BTZRO,Male,0.0,Yes,Yes,0.08333333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.021393034825870627,107.6,No
1116-DXXDF,Male,0.0,No,No,0.5416666666666666,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,0.817910447761194,3801.7,No
9274-CNFMO,Male,1.0,Yes,No,0.05555555555555555,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.564179104477612,308.7,Yes
7758-XKCBS,Male,0.0,No,No,0.20833333333333331,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.11393034825870646,438.25,Yes
8992-JQYUN,Male,0.0,Yes,No,0.013888888888888888,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.31940298507462683,50.35,Yes
6563-VNPMN,Female,1.0,No,No,0.625,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.6711442786069651,3778.1,No
0617-AQNWT,Female,0.0,Yes,No,0.8888888888888888,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,0.2945273631840796,3147.5,Yes
2267-WTPYD,Female,1.0,Yes,No,0.7916666666666666,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),0.753731343283582,5438.95,No
0270-THENM,Male,0.0,Yes,Yes,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),0.5134328358208955,5102.35,No
2446-PLQVO,Male,0.0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.517910447761194,70.3,Yes
4707-MAXGU,Male,0.0,Yes,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.0756218905472637,1872.2,No
2710-WYVXG,Female,0.0,No,No,0.041666666666666664,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,0.5258706467661691,213.35,No
3005-NFMTA,Male,1.0,No,No,0.7638888888888888,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8014925373134327,5617.75,Yes
6300-BWMJX,Female,0.0,Yes,No,0.8194444444444444,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,0.7472636815920397,5386.5,No
8784-CGILN,Female,0.0,No,No,0.25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.8119402985074626,1776.95,Yes
5389-FFVKB,Male,1.0,Yes,No,0.4444444444444444,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.617412935323383,2483.05,Yes
7009-LGECI,Female,0.0,No,No,0.05555555555555555,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.32139303482587056,235.65,No
8444-WRIDW,Female,1.0,No,No,0.9166666666666666,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.618905472636816,5224.35,Yes
5022-KVDQT,Male,0.0,No,No,0.375,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.6273631840796019,2272.8,No
7976-CICYS,Male,0.0,No,No,0.05555555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0.024378109452736302,83.75,No
1036-GUDCL,Male,0.0,Yes,Yes,0.8333333333333333,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.6049751243781094,4663.4,No
2005-DWQZJ,Female,0.0,Yes,Yes,0.1111111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.007960199004975133,201.7,No
8148-WOCMK,Male,0.0,Yes,Yes,0.1111111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.013432835820895522,125,No
7815-PDTHL,Male,0.0,No,No,0.4861111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0.019402985074626844,684.4,No
9451-LPGOO,Male,0.0,No,No,0.09722222222222221,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.682089552238806,620.35,Yes
9173-IVZVP,Female,0.0,Yes,Yes,0.736111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.026368159203980085,1146.05,No
9129-UXERG,Female,1.0,No,No,0.25,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.8492537313432834,1806.35,No
3635-JBPSG,Female,0.0,No,No,0.20833333333333331,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,0.20447761194029845,603,No
7964-ZRKKG,Male,0.0,Yes,No,0.9305555555555555,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),0.6980099502487562,5798.3,No
5868-YWPDW,Male,1.0,Yes,No,0.08333333333333333,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6562189054726368,519.15,Yes
6229-LSCKB,Male,1.0,No,No,0.08333333333333333,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6114427860696517,497.6,No
2025-JKFWI,Male,0.0,No,No,0.18055555555555555,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,0.8034825870646766,1301.7,Yes
4078-SAYYN,Female,0.0,No,No,0.15277777777777776,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8208955223880597,1129.75,Yes
1724-IQWNM,Male,0.0,No,Yes,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.010447761194029848,19.3,No
8217-QYOHV,Male,0.0,No,No,0.06944444444444445,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.3731343283582089,266.95,No
5546-QUERU,Male,0.0,No,No,0.18055555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0.01691542288557213,257,No
9940-HPQPG,Female,0.0,Yes,No,0.125,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0.7313432835820896,865.8,Yes
6897-UUBNU,Male,0.0,No,No,0.40277777777777773,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,0.7104477611940299,2623.65,No
6127-IYJOZ,Male,1.0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.2746268656716418,45.85,No
6618-RYATB,Female,0.0,No,No,0.013888888888888888,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.6099502487562188,79.55,Yes
8930-XOTDP,Female,0.0,Yes,Yes,0.25,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,0.37512437810945276,1082.8,No
5916-QEWPT,Female,0.0,Yes,No,0.027777777777777776,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),0.5049751243781094,147.8,No
5060-TQUQN,Male,0.0,Yes,Yes,0.41666666666666663,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.6497512437810945,2570.2,No
0531-XBKMM,Male,0.0,No,Yes,0.9166666666666666,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),0.47213930348258704,4378.9,No
8465-SBRXP,Male,0.0,Yes,Yes,0.5277777777777778,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),0.7626865671641792,3616.25,No
2408-PSJVE,Male,0.0,Yes,Yes,0.611111111111111,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,0.4343283582089552,2924.05,No
9079-YEXQJ,Female,0.0,No,No,0.75,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,0.9238805970149252,6014.85,Yes
9700-ZCLOT,Male,0.0,No,No,0.027777777777777776,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.01741293532338306,32.7,No
8738-JOKAR,Female,0.0,No,No,0.5833333333333333,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,0.49203980099502487,2882.25,No
4534-WGCIR,Female,0.0,Yes,Yes,0.8055555555555555,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.06865671641791044,1509.9,No
1930-WNXSB,Male,0.0,Yes,Yes,0.8055555555555555,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7422885572139303,5305.05,No
2685-SREOM,Female,0.0,Yes,Yes,0.3472222222222222,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.7049751243781094,2368.4,Yes
3508-CFVZL,Female,0.0,No,No,0.986111111111111,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.9258706467661691,7985.9,No
0402-CQAJN,Female,0.0,No,No,0.5138888888888888,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.8323383084577115,3545.35,Yes
6692-UDPJC,Female,0.0,Yes,Yes,0.19444444444444442,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.7303482587064677,1301,Yes
1273-MTETI,Female,1.0,No,No,0.05555555555555555,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.7024875621890546,372.45,Yes
0657-DOGUM,Female,0.0,Yes,No,0.6666666666666666,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),0.42139303482587065,2985.25,No
5480-HPRRX,Female,1.0,No,No,0.041666666666666664,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.07014925373134329,77.75,Yes
8792-AOROI,Female,0.0,Yes,No,0.1111111111111111,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,0.4701492537313433,564.35,No
0295-PPHDO,Male,0.0,No,No,0.013888888888888888,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7681592039800995,95.45,Yes
5146-YYFRZ,Male,0.0,No,No,0.9305555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.01691542288557213,1311.75,No
1195-OIYEJ,Male,0.0,No,No,0.18055555555555555,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7248756218905472,1135.7,Yes
5906-CVLHP,Female,0.0,Yes,Yes,0.625,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),0.35721393034825866,2319.8,Yes
3452-SRFEG,Male,0.0,No,No,0.6805555555555555,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.5606965174129352,3720.35,No
4070-OKWVH,Female,0.0,Yes,No,0.7222222222222222,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),0.7597014925373133,5025.8,No
5297-MDOIR,Female,0.0,Yes,No,0.875,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),0.6258706467661692,5224.5,No
6369-MCAKO,Female,0.0,Yes,Yes,0.9444444444444444,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.7044776119402985,6185.8,No
4926-UMJZD,Female,0.0,Yes,No,0.4305555555555555,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.3079601990049751,1498.55,No
6848-HJTXY,Female,0.0,Yes,No,0.8888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.011940298507462671,1208.6,No
6341-AEVKX,Female,0.0,Yes,No,0.861111111111111,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.8562189054726367,6613.65,No
4501-EQDRN,Female,0.0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.5119402985074627,69.7,Yes
2990-HWIML,Female,0.0,No,No,0.08333333333333333,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.708955223880597,573.3,Yes
